timestamp,profile,palette_size,frame_index,push_latency_s,error
2026-05-28T23:47:28.327,solid,1,0,0.0002,
2026-05-28T23:47:28.327,solid,1,1,0.0002,
2026-05-28T23:47:28.327,solid,1,2,0.0002,
2026-05-28T23:47:28.327,solid,1,3,0.0001,
2026-05-28T23:47:28.328,solid,1,4,0.0001,
2026-05-28T23:47:28.328,solid,1,5,0.0001,
2026-05-28T23:47:28.328,solid,1,6,0.0001,
2026-05-28T23:47:28.328,solid,1,7,0.0001,
2026-05-28T23:47:28.329,solid,1,8,0.0001,
2026-05-28T23:47:28.329,solid,1,9,0.0001,
2026-05-28T23:47:28.329,solid,1,10,0.0001,
2026-05-28T23:47:28.329,solid,1,11,0.0001,
2026-05-28T23:47:28.329,solid,1,12,0.0001,
2026-05-28T23:47:28.330,solid,1,13,0.0001,
2026-05-28T23:47:28.330,solid,1,14,0.0001,
2026-05-28T23:47:28.330,solid,1,15,0.0001,
2026-05-28T23:47:28.330,solid,1,16,0.0001,
2026-05-28T23:47:28.331,solid,1,17,0.0001,
2026-05-28T23:47:28.331,solid,1,18,0.0001,
2026-05-28T23:47:28.331,solid,1,19,0.0001,
2026-05-28T23:47:28.331,solid,1,20,0.0001,
2026-05-28T23:47:28.332,solid,1,21,0.0002,
2026-05-28T23:47:28.332,solid,1,22,0.0001,
2026-05-28T23:47:28.332,solid,1,23,0.0001,
2026-05-28T23:47:28.332,solid,1,24,0.0001,
2026-05-28T23:47:28.332,solid,1,25,0.0001,
2026-05-28T23:47:28.333,solid,1,26,0.0001,
2026-05-28T23:47:28.333,solid,1,27,0.0001,
2026-05-28T23:47:28.333,solid,1,28,0.0001,
2026-05-28T23:47:28.333,solid,1,29,0.0001,
2026-05-28T23:47:28.333,solid,1,30,0.0002,
2026-05-28T23:47:28.334,solid,1,31,0.0001,
2026-05-28T23:47:28.334,solid,1,32,0.0001,
2026-05-28T23:47:28.334,solid,1,33,0.0001,
2026-05-28T23:47:28.334,solid,1,34,0.0001,
2026-05-28T23:47:28.335,solid,1,35,0.0001,
2026-05-28T23:47:28.335,solid,1,36,0.0001,
2026-05-28T23:47:28.335,solid,1,37,0.0001,
2026-05-28T23:47:28.335,solid,1,38,0.0001,
2026-05-28T23:47:28.335,solid,1,39,0.0001,
2026-05-28T23:47:28.336,tiny,4,0,0.0002,
2026-05-28T23:47:28.336,tiny,4,1,0.0002,
2026-05-28T23:47:28.336,tiny,4,2,0.0002,
2026-05-28T23:47:28.337,tiny,4,3,0.0002,
2026-05-28T23:47:28.337,tiny,4,4,0.0002,
2026-05-28T23:47:28.337,tiny,4,5,0.0002,
2026-05-28T23:47:28.337,tiny,4,6,0.0002,
2026-05-28T23:47:28.338,tiny,4,7,0.0002,
2026-05-28T23:47:28.338,tiny,4,8,0.0002,
2026-05-28T23:47:28.338,tiny,4,9,0.0002,
2026-05-28T23:47:28.338,tiny,4,10,0.0002,
2026-05-28T23:47:28.339,tiny,4,11,0.0002,
2026-05-28T23:47:28.339,tiny,4,12,0.0002,
2026-05-28T23:47:28.339,tiny,4,13,0.0002,
2026-05-28T23:47:28.339,tiny,4,14,0.0002,
2026-05-28T23:47:28.340,tiny,4,15,0.0002,
2026-05-28T23:47:28.340,tiny,4,16,0.0002,
2026-05-28T23:47:28.340,tiny,4,17,0.0001,
2026-05-28T23:47:28.340,tiny,4,18,0.0001,
2026-05-28T23:47:28.341,tiny,4,19,0.0001,
2026-05-28T23:47:28.341,tiny,4,20,0.0001,
2026-05-28T23:47:28.341,tiny,4,21,0.0001,
2026-05-28T23:47:28.341,tiny,4,22,0.0001,
2026-05-28T23:47:28.342,tiny,4,23,0.0001,
2026-05-28T23:47:28.342,tiny,4,24,0.0001,
2026-05-28T23:47:28.342,tiny,4,25,0.0001,
2026-05-28T23:47:28.342,tiny,4,26,0.0001,
2026-05-28T23:47:28.343,tiny,4,27,0.0002,
2026-05-28T23:47:28.343,tiny,4,28,0.0002,
2026-05-28T23:47:28.343,tiny,4,29,0.0001,
2026-05-28T23:47:28.343,tiny,4,30,0.0002,
2026-05-28T23:47:28.344,tiny,4,31,0.0002,
2026-05-28T23:47:28.344,tiny,4,32,0.0001,
2026-05-28T23:47:28.344,tiny,4,33,0.0001,
2026-05-28T23:47:28.344,tiny,4,34,0.0001,
2026-05-28T23:47:28.344,tiny,4,35,0.0001,
2026-05-28T23:47:28.345,tiny,4,36,0.0001,
2026-05-28T23:47:28.345,tiny,4,37,0.0001,
2026-05-28T23:47:28.345,tiny,4,38,0.0001,
2026-05-28T23:47:28.345,tiny,4,39,0.0001,
2026-05-28T23:47:28.346,medium,16,0,0.0002,
2026-05-28T23:47:28.346,medium,16,1,0.0002,
2026-05-28T23:47:28.358,medium,16,2,0.0115,
2026-05-28T23:47:28.358,medium,16,3,0.0002,
2026-05-28T23:47:28.358,medium,16,4,0.0002,
2026-05-28T23:47:28.359,medium,16,5,0.0002,
2026-05-28T23:47:28.390,medium,16,6,0.0316,
2026-05-28T23:47:28.391,medium,16,7,0.0003,
2026-05-28T23:47:28.391,medium,16,8,0.0002,
2026-05-28T23:47:28.434,medium,16,9,0.0429,
2026-05-28T23:47:28.435,medium,16,10,0.0003,
2026-05-28T23:47:28.435,medium,16,11,0.0003,
2026-05-28T23:47:28.449,medium,16,12,0.0132,
2026-05-28T23:47:28.449,medium,16,13,0.0004,
2026-05-28T23:47:28.450,medium,16,14,0.0008,
2026-05-28T23:47:28.451,medium,16,15,0.0004,
2026-05-28T23:47:28.501,medium,16,16,0.0500,
2026-05-28T23:47:28.501,medium,16,17,0.0005,
2026-05-28T23:47:28.502,medium,16,18,0.0004,
2026-05-28T23:47:28.519,medium,16,19,0.0171,
2026-05-28T23:47:28.520,medium,16,20,0.0003,
2026-05-28T23:47:28.520,medium,16,21,0.0003,
2026-05-28T23:47:28.521,medium,16,22,0.0002,
2026-05-28T23:47:28.556,medium,16,23,0.0349,
2026-05-28T23:47:28.556,medium,16,24,0.0004,
2026-05-28T23:47:28.557,medium,16,25,0.0004,
2026-05-28T23:47:28.592,medium,16,26,0.0352,
2026-05-28T23:47:28.593,medium,16,27,0.0005,
2026-05-28T23:47:28.593,medium,16,28,0.0004,
2026-05-28T23:47:28.594,medium,16,29,0.0004,
2026-05-28T23:47:28.608,medium,16,30,0.0142,
2026-05-28T23:47:28.618,medium,16,31,0.0095,
2026-05-28T23:47:28.619,medium,16,32,0.0007,
2026-05-28T23:47:28.643,medium,16,33,0.0233,
2026-05-28T23:47:28.643,medium,16,34,0.0003,
2026-05-28T23:47:28.644,medium,16,35,0.0002,
2026-05-28T23:47:28.655,medium,16,36,0.0112,
2026-05-28T23:47:28.656,medium,16,37,0.0003,
2026-05-28T23:47:28.656,medium,16,38,0.0003,
2026-05-28T23:47:28.657,medium,16,39,0.0003,
2026-05-28T23:47:28.690,rich,64,0,0.0331,
2026-05-28T23:47:28.691,rich,64,1,0.0006,
2026-05-28T23:47:28.705,rich,64,2,0.0142,
2026-05-28T23:47:28.706,rich,64,3,0.0008,
2026-05-28T23:47:28.741,rich,64,4,0.0337,
2026-05-28T23:47:28.830,rich,64,5,0.0889,
2026-05-28T23:47:28.831,rich,64,6,0.0008,
2026-05-28T23:47:28.871,rich,64,7,0.0398,
2026-05-28T23:47:28.872,rich,64,8,0.0008,
2026-05-28T23:47:28.896,rich,64,9,0.0233,
2026-05-28T23:47:28.930,rich,64,10,0.0335,
2026-05-28T23:47:28.931,rich,64,11,0.0007,
2026-05-28T23:47:28.966,rich,64,12,0.0343,
2026-05-28T23:47:28.966,rich,64,13,0.0005,
2026-05-28T23:47:28.975,rich,64,14,0.0087,
2026-05-28T23:47:29.013,rich,64,15,0.0381,
2026-05-28T23:47:29.014,rich,64,16,0.0007,
2026-05-28T23:47:29.025,rich,64,17,0.0107,
2026-05-28T23:47:29.026,rich,64,18,0.0006,
2026-05-28T23:47:29.088,rich,64,19,0.0610,
2026-05-28T23:47:29.101,rich,64,20,0.0133,
2026-05-28T23:47:29.102,rich,64,21,0.0007,
2026-05-28T23:47:29.140,rich,64,22,0.0375,
